Date,3ll_refined,tom_exit1,tt_bear,ensemble,SPY
2012-01-13,3.4017438869315235,1.6350767544214413,2.1728729100177127,2.5999215160888633,1.2262577529909122
2012-01-17,3.4155616296570397,1.6350767544214413,2.1728729100177127,2.605201902827245,1.2310163824757887
2012-01-18,3.4092360293387935,1.6350767544214413,2.1728729100177127,2.6027894934239817,1.2446268365634277
2012-01-19,3.417073464277013,1.6350767544214413,2.1728729100177127,2.605781247755017,1.25119429527536
2012-01-20,3.41094412541367,1.6350767544214413,2.1728729100177127,2.6034442016776924,1.2558577428481188
2012-01-23,3.412769736610758,1.6350767544214413,2.1728729100177127,2.6041409115490395,1.2526217442845173
2012-01-24,3.4013527529279934,1.6350767544214413,2.1728729100177127,2.5997850017471227,1.25119429527536
2012-01-25,3.4441526240448193,1.6342596246091372,2.1728729100177127,2.615752024412726,1.2616635598147001
2012-01-26,3.4521917694674396,1.6304059824797488,2.1728729100177127,2.616954383510711,1.2551914694632933
2012-01-27,3.4571773751457098,1.637681770127965,2.1728729100177127,2.6223475637346185,1.2546205644389936
2012-01-30,3.458373321559669,1.6311862896832634,2.1728729100177127,2.619680862117841,1.2503376580662988
2012-01-31,3.4492317294587713,1.6323409714283046,2.1728729100177127,2.6167748576647236,1.249861841729913
2012-02-01,3.4986515663390607,1.6476921451741915,2.1728729100177127,2.6429038988838385,1.2608070158298428
2012-02-02,3.514737668994397,1.6476921451741915,2.1728729100177127,2.648979671595055,1.2628054630875036
2012-02-03,3.518119937434315,1.6476921451741915,2.1728729100177127,2.650254241873835,1.2805088326204168
2012-02-06,3.516003443129237,1.6476921451741915,2.1728729100177127,2.649457047902383,1.279651263169317
2012-02-07,3.515690713211172,1.6476921451741915,2.1728729100177127,2.6493392203036747,1.28288754140553
2012-02-08,3.5194468133427885,1.6476921451741915,2.1728729100177127,2.650754473266156,1.28669537723547
2012-02-09,3.537568060530628,1.6476921451741915,2.1728729100177127,2.657578695877252,1.288313003620455
2012-02-10,3.520846330641974,1.6476921451741915,2.1728729100177127,2.65129764172509,1.2787951853054789
2012-02-13,3.566645255404238,1.6476921451741915,2.1728729100177127,2.668541589601906,1.288313003620455
2012-02-14,3.5621449941287016,1.6476921451741915,2.1728729100177127,2.6668580559844752,1.28669537723547
2012-02-15,3.54819340600833,1.6476921451741915,2.1728729100177127,2.6616355137755088,1.280699009996245
2012-02-16,3.6136685260303634,1.6476921451741915,2.1728729100177127,2.686193209027444,1.2948804623323875
2012-02-17,3.636422702011529,1.6476921451741915,2.1728729100177127,2.694650281467451,1.2983068247202247
2012-02-21,3.6097690592402825,1.6476921451741915,2.1728729100177127,2.6847748830496676,1.29887810264134
2012-02-22,3.6048877801155474,1.6476921451741915,2.1728729100177127,2.6829596511918705,1.2946891662661133
2012-02-23,3.6213282381892635,1.6468687108187816,2.1728729100177127,2.688675363812401,1.300400733562615
2012-02-24,3.6259810437592876,1.6484947874911453,2.1728729100177127,2.691199033639538,1.3032557248051335
2012-02-27,3.665190213713559,1.654514912152597,2.1728729100177127,2.7086979247947243,1.305445188456457
2012-02-28,3.6755996039684913,1.6765114943401864,2.1728729100177127,2.7233479148468893,1.3092519055959506
2012-02-29,3.6532371899741056,1.667915926069634,2.1728729100177127,2.7108746388800764,1.30411273491101
2012-03-01,3.6726604539602383,1.6831463782318676,2.1728729100177127,2.7255073747555794,1.310870091326159
2012-03-02,3.6643169412547203,1.6831463782318676,2.1728729100177127,2.722411484774008,1.306872823914022
2012-03-05,3.683753437630632,1.6831463782318676,2.1728729100177127,2.7296316763957833,1.301542450387011
2012-03-06,3.624838618543567,1.6831463782318676,2.1728729100177127,2.7078039727896734,1.2825070002054662
2012-03-07,3.656243321324757,1.6831463782318676,2.1728729100177127,2.7195338438134695,1.2914539134961425
2012-03-08,3.704663510814514,1.6831463782318676,2.1728729100177127,2.7375414451228846,1.304302539390023
2012-03-09,3.705363467158674,1.6831463782318676,2.1728729100177127,2.7378000596362297,1.3093469010596608
2012-03-12,3.714243297295446,1.6831463782318676,2.1728729100177127,2.7410806014364453,1.3094420829717788
2012-03-13,3.7291705849036703,1.6831463782318676,2.1728729100177127,2.7465887083669682,1.3330459852623722
2012-03-14,3.7283336464548023,1.6831463782318676,2.1728729100177127,2.7462804996593047,1.331618536253215
2012-03-15,3.734389013536102,1.6831463782318676,2.1728729100177127,2.7485106831823733,1.3393278982379506
2012-03-16,3.750688614131764,1.6831463782318676,2.1728729100177127,2.754508937007349,1.341182220876479
2012-03-19,3.7507851574726705,1.6831463782318676,2.1728729100177127,2.7545443877635556,1.3464402524213122
2012-03-20,3.744860882694735,1.6831463782318676,2.1728729100177127,2.7523690195198403,1.342520454322564
2012-03-21,3.766188572058971,1.6831463782318676,2.1728729100177127,2.7602066499823406,1.3403216682508567
2012-03-22,3.7372449353588246,1.6831463782318676,2.1728729100177127,2.7496003809432494,1.3306669968046472
2012-03-23,3.758612888335844,1.6831463782318676,2.1728729100177127,2.757460894859492,1.3349688276907208
2012-03-26,3.7983164454740947,1.6823052256190578,2.1728729100177127,2.7716114997229755,1.3537051214021516
